,user_id,birthdate,age_in_years,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,days_as_customer,total_sessions,avg_clicks_per_session,proportion_planning_sessions,avg_session_duration_seconds,avg_sessions_per_month,days_since_last_session,days_since_last_booking,avg_booking_lead_time_days,avg_cancellation_lead_time_days,total_trips,trips_with_flight_and_hotel,proportion_trips_with_flight_and_hotel,total_trips_cancelled,trip_cancellation_rate,total_flights,flights_with_return,proportion_flights_with_return,avg_flight_price,stddev_flight_price,avg_flight_discount_pct,avg_flight_discount_savings,total_flight_discount_savings,total_flight_spend,flights_with_discount,proportion_flights_with_discount,avg_seats_booked,stddev_seats,avg_bags_checked,stddev_checked_bags,top_airline,airline_variety,airline_concentration,top_flight_route,flight_route_variety,flight_route_concentration,avg_distance_flown,stddev_distance_flown_km,proportion_longhaul_flights,total_hotels_booked,avg_hotel_price_per_room,stddev_hotel_per_room_usd,hotels_with_discount,proportion_hotels_with_discount,avg_hotel_discount_pct,avg_hotel_discount_savings,total_hotel_discount_savings,total_hotel_spend,avg_trip_length_nights,stddev_stay_in_nights,avg_rooms_booked,stddev_rooms,top_hotel_chain,hotel_chain_variety,hotel_chain_concentration,never_booked_trips,never_cancelled_trips,never_booked_flights,booked_only_one_flight,never_booked_flights_with_discounts,never_booked_hotels,booked_only_one_hotel,never_booked_hotels_with_discounts,total_spend,total_savings,R_score,F_score,M_score,RFM_score,CV,CV_quantile,CLV,is_churned,avg_flight_price_per_seat
118,388328,1973-11-28,49.0,F,True,True,canada,toronto,YYZ,43.677,-79.631,2022-10-31,270,9,15.0,0.5555555555555556,110.44444444444444,1.8,63.0,63.0,7.8,0.0,5,3,0.6,0,0.0,3,3,1.0,413.56666666666666,273.753536111104,0.0,0.0,0.0,1240.7,0,0.0,1.0,0.0,1.0,1.0,AeroMéxico,3,0.3333333333333333,YYZ-FAT,3,0.3333333333333333,2469.187087814434,1629.2344794819285,0.0,5,165.6,83.63492093617354,1,0.2,0.1,16.1,16.1,811.9,5.0,3.872983346207417,1.0,0.0,Aman Resorts,4,0.4,False,True,False,False,True,False,False,False,2052.6,16.1,2,5,4,3.4499999999999997,1071.9513571190396,3,2955.0646313253915,False,413.56666666666666
122,389662,1985-08-09,37.0,F,False,False,usa,fresno,FAT,36.776,-119.718,2022-11-01,269,8,18.25,0.375,135.75,1.3333333333333333,46.0,122.0,9.666666666666666,0.0,3,2,0.6666666666666666,0,0.0,2,2,1.0,330.09,55.04119184756086,0.1,29.117,29.117,631.063,1,0.5,1.0,0.0,1.0,0.0,American Airlines,2,0.5,FAT-DAL,2,0.5,1892.1749419588195,332.5535560861128,0.0,3,173.0,108.475803753648,0,0.0,0.0,0.0,0.0,519.0,1.6666666666666667,0.5773502691896257,1.0,0.0,Best Western,3,0.3333333333333333,False,True,False,False,False,False,False,True,1150.063,29.117,2,3,3,2.5999999999999996,1001.0162668667334,2,2759.516787729363,True,330.09
127,395981,1972-08-17,50.0,F,True,False,canada,vancouver,YVR,49.195,-123.182,2022-11-04,266,8,12.625,0.375,95.25,1.6,53.0,53.0,10.333333333333334,0.0,3,3,1.0,0,0.0,3,3,1.0,671.64,456.330644270139,0.2,237.022,237.022,1777.898,1,0.3333333333333333,1.3333333333333333,0.5773502691896257,1.0,0.0,Air Canada,3,0.3333333333333333,YVR-DEN,3,0.3333333333333333,2767.539867288116,851.5045788601354,0.0,3,345.3333333333333,122.459517120285,0,0.0,0.0,0.0,0.0,1036.0,2.0,0.0,1.3333333333333333,0.5773502691896257,Banyan Tree,2,0.6666666666666666,False,True,False,False,False,False,False,True,2813.898,237.022,2,3,5,3.3,2449.220322107369,5,6751.802962062146,False,503.73
129,399137,1970-08-24,52.0,F,True,False,usa,dallas,DAL,32.847,-96.852,2022-11-07,263,8,19.375,0.5,143.25,2.0,74.0,74.0,6.0,0.0,4,2,0.5,0,0.0,2,2,1.0,415.735,22.026376233960956,0.0,0.0,0.0,831.47,0,0.0,1.0,0.0,1.0,0.0,American Airlines,2,0.5,DAL-JFK,2,0.5,2151.3257426132773,100.63323975432469,0.0,4,196.0,96.46070011495182,0,0.0,0.0,0.0,0.0,784.0,4.0,1.632993161855452,1.5,1.0,Choice Hotels,4,0.25,False,True,False,False,True,False,False,True,1615.47,0.0,1,4,4,2.8,1054.5803242747581,2,2907.177640533488,False,415.735
148,409073,1981-09-06,41.0,F,True,False,usa,sacramento,MCC,38.667,-121.401,2022-11-12,258,8,22.25,0.375,165.0,2.0,69.0,69.0,7.333333333333333,0.0,3,3,1.0,0,0.0,3,3,1.0,526.1866666666666,323.4521085622,0.0,0.0,0.0,1578.56,0,0.0,1.0,0.0,1.0,0.0,Alaska Airlines,3,0.3333333333333333,MCC-JFK,3,0.3333333333333333,3017.8627458147166,1757.7287996624189,0.0,3,174.0,63.3798075099633,0,0.0,0.0,0.0,0.0,522.0,2.3333333333333335,0.5773502691896257,1.0,0.0,Shangri-La,3,0.3333333333333333,False,True,False,False,True,False,False,True,2100.56,0.0,1,3,4,2.55,1828.330038901856,5,5040.185262574998,False,526.1866666666666
153,413418,1969-09-04,53.0,F,False,False,usa,knoxville,TYS,35.812,-83.993,2022-11-15,255,8,12.25,0.375,91.0,1.1428571428571428,15.0,15.0,8.0,0.0,3,1,0.3333333333333333,0,0.0,2,2,1.0,290.335,146.34989050218,0.0,0.0,0.0,580.67,0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,American Airlines,1,1.0,TYS-LGA,1,1.0,1040.238556051813,0.0,0.0,2,36.5,2.1213203435596424,0,0.0,0.0,0.0,0.0,73.0,3.5,3.5355339059327378,1.5,0.7071067811865476,Marriott,2,0.5,False,True,False,False,True,False,False,True,653.67,0.0,5,3,2,3.45,568.9551817272423,1,1568.4474143025664,False,193.55666666666664
154,413658,1972-09-04,50.0,F,True,True,usa,philadelphia,PNE,40.082,-75.011,2022-11-15,255,8,22.5,0.5,547.7315255,1.3333333333333333,30.0,81.0,80.0,174.0,3,1,0.3333333333333333,1,0.3333333333333333,2,2,1.0,189.04,0.0,0.0,0.0,0.0,189.04,1,0.5,2.3333333333333335,1.414213562373095,1.5,0.7071067811865476,AirTran Airways,2,0.5,PNE-LAS,2,0.5,1085.874254596577,1715.1910825447408,0.0,2,121.5,40.30508652763321,0,0.0,0.0,0.0,0.0,243.0,3.5,2.1213203435596424,1.5,0.7071067811865476,Choice Hotels,2,0.5,False,False,False,False,True,False,False,True,432.04,0.0,3,3,1,2.3000000000000003,376.0481538290542,1,1036.6576726410588,False,81.01714285714284
157,415381,1978-03-13,45.0,F,True,False,usa,chicago,UGN,42.422,-87.868,2022-11-16,254,8,13.5,0.375,100.875,1.1428571428571428,16.0,111.0,6.666666666666667,0.0,3,2,0.6666666666666666,0,0.0,3,2,0.6666666666666666,150.40333333333334,101.58986038642504,0.0,0.0,0.0,451.21,0,0.0,1.0,0.0,1.0,1.0,Ryanair,3,0.3333333333333333,UGN-DAL,3,0.3333333333333333,970.4746529009926,499.82631885068787,0.0,2,119.5,50.204581464244875,0,0.0,0.0,0.0,0.0,239.0,2.5,2.1213203435596424,1.0,0.0,Banyan Tree,2,0.5,False,True,False,False,True,False,False,True,690.21,0.0,4,3,2,3.05,600.7596432144048,1,1656.12325764648,True,150.40333333333334
169,421666,1994-05-02,29.0,F,False,True,usa,washington,IAD,38.944,-77.456,2022-11-19,251,8,46.125,0.375,1057.25,1.3333333333333333,30.0,30.0,9.0,7.0,2,2,1.0,1,0.5,2,2,1.0,545.17,0.0,0.0,0.0,0.0,545.17,1,0.5,1.0,0.0,1.0,0.0,Delta Air Lines,2,0.5,IAD-LSQ,1,1.0,3674.037323136456,0.0,0.0,2,79.0,0.0,1,0.5,0.0,0.0,0.0,79.0,2.0,0.0,1.0,0.0,Starwood,2,0.5,False,False,False,False,True,False,False,True,624.17,0.0,3,2,2,2.4000000000000004,814.9175175058352,2,2246.4955311974686,False,545.17
171,421870,1994-06-25,29.0,M,True,True,usa,little rock,LIT,34.729,-92.224,2022-11-19,251,8,16.5,0.375,122.125,2.6666666666666665,125.0,125.0,80.66666666666667,0.0,3,2,0.6666666666666666,0,0.0,3,3,1.0,7411.356666666667,12243.09963557,0.075,28.1145,56.229,22177.841,2,0.6666666666666666,3.3333333333333335,4.041451884327381,2.6666666666666665,4.618802153517006,LACSA,3,0.3333333333333333,LIT-KUL,3,0.3333333333333333,6591.732677741321,7824.666588093856,0.3333333333333333,2,276.0,77.78174593052023,0,0.0,0.0,0.0,0.0,552.0,3.5,0.7071067811865476,1.0,0.0,Fairmont,2,0.5,False,True,False,False,False,False,False,True,22729.841,56.229,1,3,5,2.9,19784.081901856174,5,54539.079878162476,True,2223.4069999999997
172,422066,1968-09-22,54.0,F,True,True,usa,cincinnati,CVG,39.046,-84.662,2022-11-19,251,8,17.75,0.5,131.25,1.1428571428571428,18.0,18.0,9.0,0.0,4,4,1.0,0,0.0,4,4,1.0,410.245,422.667814601491,0.1,16.815,16.815,1624.165,1,0.25,1.25,0.5,1.25,1.2583057392117916,United Airlines,3,0.5,CVG-IAH,4,0.25,1654.7330238784352,1073.6301686727022,0.0,4,139.75,89.63397793247826,0,0.0,0.0,0.0,0.0,559.0,5.5,5.066228051190222,1.25,0.5,Crowne Plaza,4,0.25,False,True,False,False,False,False,False,True,2183.165,16.815,4,4,4,4.0,1425.1721503001,4,3928.79377122156,False,328.196
191,431337,1986-04-12,37.0,F,False,False,usa,miami,MIA,25.793,-80.291,2022-11-24,246,8,15.625,0.375,114.875,1.6,83.0,83.0,8.666666666666666,0.0,3,3,1.0,0,0.0,3,3,1.0,402.88666666666666,37.77120772934502,0.0,0.0,0.0,1208.66,0,0.0,1.0,0.0,1.0,0.0,Air Canada,3,0.3333333333333333,MIA-BIF,3,0.3333333333333333,2369.9738774948214,220.89226608095504,0.0,3,213.0,156.195390456953,0,0.0,0.0,0.0,0.0,639.0,3.0,1.0,1.0,0.0,Crowne Plaza,3,0.3333333333333333,False,True,False,False,True,False,False,True,1847.66,0.0,1,3,4,2.55,1608.2055640769145,4,4433.364770465648,False,402.88666666666666
215,437549,1984-05-13,39.0,F,False,False,usa,new orleans,NBG,29.825,-90.035,2022-11-28,242,8,16.375,0.375,122.125,1.3333333333333333,29.0,99.0,9.0,0.0,3,3,1.0,0,0.0,3,3,1.0,336.95,205.210190536435,0.0,0.0,0.0,1010.85,0,0.0,1.0,0.0,1.0,0.0,Air North Charter - Canada,3,0.3333333333333333,NBG-LGA,3,0.3333333333333333,1928.2618224141145,1146.3723973029232,0.0,3,130.33333333333334,13.503086067019396,1,0.3333333333333333,0.2,26.0,26.0,365.0,3.6666666666666665,2.0816659994661326,1.0,0.0,Aman Resorts,3,0.3333333333333333,False,True,False,False,True,False,False,False,1375.85,26.0,3,3,3,3.0,1197.541552739802,3,3301.2810362540517,True,336.95
229,441200,1988-07-06,35.0,F,False,True,canada,ottawa,YOW,45.323,-75.669,2022-11-30,240,8,14.25,0.375,106.0,1.1428571428571428,11.0,134.0,11.0,0.0,3,1,0.3333333333333333,0,0.0,2,2,1.0,272.62,243.99426591623,0.0,0.0,0.0,545.24,0,0.0,1.0,0.0,1.0,1.414213562373095,American Airlines,2,0.5,YOW-IAH,2,0.5,1523.268619290318,1295.6122010765803,0.0,2,96.0,39.59797974644666,0,0.0,0.0,0.0,0.0,192.0,4.0,1.414213562373095,1.0,0.0,Hilton,2,0.5,False,True,False,False,True,False,False,True,737.24,0.0,5,3,2,3.45,641.6946137601423,1,1768.9693143641657,True,272.62
242,443652,1993-10-18,29.0,F,False,False,usa,seattle,SEA,47.449,-122.309,2022-12-01,239,8,16.125,0.5,119.75,1.1428571428571428,7.0,64.0,7.0,0.0,4,4,1.0,0,0.0,4,3,0.75,389.96,491.602207955443,0.0,0.0,0.0,1559.84,0,0.0,1.25,0.5,1.0,0.0,American Airlines,3,0.5,SEA-HOU,4,0.25,1623.336279589648,1166.0441665736564,0.0,4,119.0,28.366647081857714,0,0.0,0.0,0.0,0.0,476.0,3.75,1.2583057392117916,1.25,0.5,NH Hotel,3,0.5,False,True,False,False,True,False,False,True,2035.84,0.0,5,4,4,4.4,1328.998252750917,3,3663.6697231788253,False,311.96799999999996
253,447737,1981-12-25,41.0,F,False,False,canada,calgary,YYC,51.114,-114.02,2022-12-03,237,8,14.75,0.375,110.0,2.0,110.0,110.0,7.666666666666667,0.0,3,2,0.6666666666666666,0,0.0,3,3,1.0,695.6833333333333,394.749894279065,0.0,0.0,0.0,2087.05,0,0.0,1.3333333333333333,0.5773502691896257,1.0,0.0,Delta Air Lines,2,0.6666666666666666,YYC-JFK,3,0.3333333333333333,2872.791610216607,700.3030592154503,0.0,2,41.5,13.435028842544403,1,0.5,0.2,6.4,6.4,76.6,2.0,1.414213562373095,1.5,0.7071067811865476,Hyatt,2,0.5,False,True,False,False,True,False,False,False,2163.65,6.4,1,3,4,2.55,1883.2436534400356,5,5191.5664600727405,True,521.7625
260,449033,1983-01-27,40.0,F,False,False,usa,san diego,NZY,32.699,-117.215,2022-12-04,236,9,29.555555555555557,0.5555555555555556,217.66666666666666,1.8,69.0,96.0,8.2,0.0,5,5,1.0,0,0.0,5,5,1.0,293.584,157.498591041317,0.0,0.0,0.0,1467.92,0,0.0,1.0,0.0,1.0,0.7071067811865476,United Airlines,4,0.4,NZY-BIF,5,0.2,1746.3187493012563,968.1744164564045,0.0,5,125.0,77.90057766152957,0,0.0,0.0,0.0,0.0,625.0,3.0,3.4641016151377544,1.0,0.0,Best Western,4,0.4,False,True,False,False,True,False,False,True,2092.92,0.0,1,5,4,3.05,1093.0081040346781,3,3013.112086228948,True,293.584
262,449619,1988-10-08,34.0,F,False,False,usa,cleveland,CLE,41.412,-81.85,2022-12-04,236,8,18.75,0.375,139.125,1.3333333333333333,34.0,34.0,7.333333333333333,0.0,3,3,1.0,0,0.0,3,3,1.0,348.8433333333333,268.964698860898,0.0,0.0,0.0,1046.53,0,0.0,1.0,0.0,1.0,0.0,Delta Air Lines,3,0.3333333333333333,CLE-EFD,3,0.3333333333333333,1918.6741996141689,1312.826307186572,0.0,3,153.33333333333334,42.770706486254504,1,0.3333333333333333,0.15,27.0,27.0,433.0,6.0,4.58257569495584,1.0,0.0,Crowne Plaza,3,0.3333333333333333,False,True,False,False,True,False,False,False,1479.53,27.0,3,3,3,3.0,1287.7847538068245,3,3550.055842983579,False,348.8433333333333
263,449804,1982-06-23,41.0,F,True,False,usa,tacoma,TCM,47.138,-122.476,2022-12-04,236,8,16.875,0.375,125.875,1.3333333333333333,28.0,43.0,7.0,0.0,3,3,1.0,0,0.0,3,3,1.0,481.13666666666666,137.372315017741,0.0,0.0,0.0,1443.41,0,0.0,1.0,0.0,1.0,0.0,Delta Air Lines,3,0.3333333333333333,TCM-DEN,3,0.3333333333333333,2591.525018782858,864.6206831090893,0.0,3,226.33333333333334,110.119631916082,0,0.0,0.0,0.0,0.0,679.0,2.6666666666666665,1.1547005383792515,1.0,0.0,Accor,3,0.3333333333333333,False,True,False,False,True,False,False,True,2122.41,0.0,3,3,4,3.35,1847.3483061020338,5,5092.6132094021605,False,481.13666666666666
272,452532,1991-06-05,32.0,F,False,False,usa,el paso,ELP,31.807,-106.378,2022-12-06,234,8,44.375,0.5,1083.375,1.1428571428571428,24.0,24.0,7.666666666666667,2.0,3,1,0.3333333333333333,1,0.3333333333333333,3,3,1.0,370.255,38.34640074374647,0.25,99.3425,99.3425,641.1675,2,0.6666666666666666,1.0,0.0,1.0,0.0,JetBlue Airways,3,0.3333333333333333,ELP-LGA,3,0.3333333333333333,2072.775868129786,572.4112005802967,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,Radisson,1,1.0,False,False,False,False,False,True,True,True,641.1675,99.3425,4,3,2,3.05,558.0729901633878,1,1538.44831108945,False,370.255
274,452612,1981-05-05,42.0,F,True,True,usa,rochester,ROC,43.119,-77.672,2022-12-06,234,8,34.875,0.375,846.110514375,1.1428571428571428,23.0,23.0,12.5,13.0,2,2,1.0,1,0.5,2,2,1.0,341.65,0.0,0.0,0.0,0.0,341.65,1,0.5,1.0,0.0,1.5,0.7071067811865476,Allegiant Air,2,0.5,ROC-SAN,2,0.5,2024.5582254593126,1127.620041976469,0.0,2,148.0,0.0,1,0.5,0.1,0.0,0.0,148.0,4.5,0.7071067811865476,1.0,0.0,Wyndham,2,0.5,False,False,False,False,True,False,False,True,489.65,0.0,4,2,1,2.45,639.287954318106,1,1762.3348396283714,False,341.65
282,454934,1982-01-04,41.0,F,True,False,usa,tacoma,TCM,47.138,-122.476,2022-12-07,233,8,26.875,0.5,638.055130625,1.3333333333333333,42.0,42.0,8.666666666666666,0.0,3,3,1.0,1,0.3333333333333333,3,3,1.0,382.1,267.441926780376,0.0,0.0,0.0,764.2,1,0.3333333333333333,1.0,0.0,1.0,1.0,United Airlines,3,0.3333333333333333,TCM-YYC,3,0.3333333333333333,2033.347876475835,1222.061176415612,0.0,3,118.5,67.17514421272202,1,0.3333333333333333,0.0,0.0,0.0,237.0,2.6666666666666665,2.0816659994661326,1.0,0.0,Best Western,3,0.3333333333333333,False,False,False,False,True,False,False,True,1001.2,0.0,2,3,2,2.25,871.4457263532289,2,2402.327705416693,False,382.1
286,456663,1986-08-03,36.0,F,True,True,usa,new york,LGA,40.777,-73.872,2022-12-08,232,9,10.222222222222221,0.2222222222222222,76.44444444444444,1.2857142857142858,11.0,84.0,9.0,0.0,2,2,1.0,0,0.0,2,2,1.0,427.695,5.098239892355008,0.1,42.409,42.409,812.981,1,0.5,1.0,0.0,1.5,0.7071067811865476,Southwest Airlines,1,1.0,LGA-DAL,2,0.5,2376.7946353459292,223.02027419160987,0.0,2,186.0,164.048773235279,0,0.0,0.0,0.0,0.0,372.0,2.5,0.7071067811865476,1.0,0.0,Aman Resorts,2,0.5,False,True,False,False,False,False,False,True,1184.981,42.409,5,2,3,3.55,1547.1134063021007,4,4264.9510887320885,False,427.695
288,457468,1983-08-12,39.0,F,True,False,usa,phoenix,LUF,33.535,-112.383,2022-12-08,232,8,18.25,0.5,136.5,1.3333333333333333,45.0,45.0,6.75,0.0,4,2,0.5,0,0.0,2,2,1.0,183.47,155.78976603102,0.25,73.4075,73.4075,293.5325,1,0.5,2.0,1.414213562373095,2.0,1.414213562373095,Delta Air Lines,2,0.5,LUF-LSQ,2,0.5,469.1495790557456,126.88484607824105,0.0,4,139.75,111.368382706523,0,0.0,0.0,0.0,0.0,559.0,4.75,1.2583057392117916,1.5,1.0,Aman Resorts,4,0.25,False,True,False,False,False,False,False,True,852.5325,73.4075,2,4,2,2.5,556.5340119623207,1,1534.2057864448836,False,91.735
