,user_id,birthdate,age_in_years,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,days_as_customer,total_sessions,avg_clicks_per_session,proportion_planning_sessions,avg_session_duration_seconds,avg_sessions_per_month,days_since_last_session,days_since_last_booking,avg_booking_lead_time_days,avg_cancellation_lead_time_days,total_trips,trips_with_flight_and_hotel,proportion_trips_with_flight_and_hotel,total_trips_cancelled,trip_cancellation_rate,total_flights,flights_with_return,proportion_flights_with_return,avg_flight_price,stddev_flight_price,avg_flight_discount_pct,avg_flight_discount_savings,total_flight_discount_savings,total_flight_spend,flights_with_discount,proportion_flights_with_discount,avg_seats_booked,stddev_seats,avg_bags_checked,stddev_checked_bags,top_airline,airline_variety,airline_concentration,top_flight_route,flight_route_variety,flight_route_concentration,avg_distance_flown,stddev_distance_flown_km,proportion_longhaul_flights,total_hotels_booked,avg_hotel_price_per_room,stddev_hotel_per_room_usd,hotels_with_discount,proportion_hotels_with_discount,avg_hotel_discount_pct,avg_hotel_discount_savings,total_hotel_discount_savings,total_hotel_spend,avg_trip_length_nights,stddev_stay_in_nights,avg_rooms_booked,stddev_rooms,top_hotel_chain,hotel_chain_variety,hotel_chain_concentration,never_booked_trips,never_cancelled_trips,never_booked_flights,booked_only_one_flight,never_booked_flights_with_discounts,never_booked_hotels,booked_only_one_hotel,never_booked_hotels_with_discounts,total_spend,total_savings,R_score,F_score,M_score,RFM_score,CV,CV_quantile,CLV,is_churned,avg_flight_price_per_seat
72,350648,2006-03-02,17.0,F,False,False,usa,lincoln,LNK,40.851,-96.759,2022-10-05,296,8,36.875,0.25,807.18696225,1.1428571428571428,19.0,47.0,8.0,1.0,1,1,1.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,American Airlines,1,1.0,LNK-SKF,1,1.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,Hyatt,1,1.0,False,False,True,True,True,True,True,True,0.0,0.0,4,1,0,1.85,0.0,1,0.0,False,0.0
98,377069,1956-03-06,67.0,F,True,False,usa,new york,LGA,40.777,-73.872,2022-10-24,277,8,32.5,0.25,956.625,2.0,89.0,96.0,196.0,189.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,1.0,0.0,Allegiant Air,1,1.0,LGA-ELP,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0,1,1,0,0.65,0.0,1,0.0,True,0.0
159,416319,1969-01-02,54.0,F,True,False,usa,new york,LGA,40.777,-73.872,2022-11-16,254,7,28.428571428571427,0.14285714285714285,211.57142857142858,1.4,52.0,161.0,11.0,0.0,1,1,1.0,0,0.0,1,1,1.0,91.31,0.0,0.0,0.0,0.0,91.31,0,0.0,1.0,0.0,1.0,0.0,Allegiant Air,1,1.0,LGA-LCK,1,1.0,768.49516982949,0.0,0.0,1,149.0,0.0,0,0.0,0.0,0.0,0.0,149.0,2.0,0.0,1.0,0.0,Rosewood,1,1.0,False,True,False,True,True,False,True,True,240.31,0.0,2,1,1,1.4,627.4983694564855,1,1729.834311492266,True,91.31
175,423413,2006-06-27,17.0,F,False,False,usa,new york,LGA,40.777,-73.872,2022-11-20,250,8,16.625,0.125,123.875,1.6,73.0,73.0,8.0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,269.0,0.0,0,0.0,0.0,0.0,0.0,269.0,20.0,0.0,2.0,0.0,InterContinental,1,1.0,False,True,True,False,True,False,True,True,269.0,0.0,1,1,1,1.0,702.4138046015338,1,1936.3548324723042,False,
187,429345,1958-02-05,65.0,M,True,True,usa,tallahassee,TLH,30.396,-84.35,2022-11-23,247,8,17.0,0.125,127.625,1.3333333333333333,36.0,128.0,9.0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,119.0,0.0,0,0.0,0.0,0.0,0.0,119.0,6.0,0.0,1.0,0.0,Radisson,1,1.0,False,True,True,False,True,False,True,True,119.0,0.0,3,1,1,1.8000000000000003,310.7332444148049,1,856.6030671531755,True,
194,431899,1980-04-23,43.0,F,True,False,usa,seattle,SEA,47.449,-122.309,2022-11-25,245,8,30.875,0.25,334.131197625,2.0,114.0,164.0,7.0,2.0,1,1,1.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,American Airlines,1,1.0,SEA-ELP,1,1.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,Choice Hotels,1,1.0,False,False,True,True,True,True,True,True,0.0,0.0,1,1,0,0.65,0.0,1,0.0,True,0.0
227,440212,1984-12-08,38.0,F,True,True,usa,winston-salem,INT,36.134,-80.222,2022-11-29,241,8,18.625,0.125,138.375,1.3333333333333333,31.0,102.0,6.0,0.0,1,1,1.0,0,0.0,1,1,1.0,578.68,0.0,0.1,57.868,57.868,520.812,1,1.0,1.0,0.0,1.0,0.0,Ryanair,1,1.0,INT-YXD,1,1.0,3216.649512671931,0.0,0.0,1,58.0,0.0,0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,1.0,0.0,Aman Resorts,1,1.0,False,True,False,True,False,False,True,True,578.812,57.868,3,1,1,1.8000000000000003,1511.3960560186729,4,4166.488525252637,True,578.68
244,444885,1991-04-20,32.0,F,True,False,usa,amarillo,AMA,35.219,-101.706,2022-12-02,238,8,17.125,0.125,127.125,1.1428571428571428,12.0,38.0,6.0,0.0,1,1,1.0,0,0.0,1,1,1.0,469.48,0.0,0.0,0.0,0.0,469.48,0,0.0,1.0,0.0,2.0,0.0,Finnair,1,1.0,AMA-JFK,1,1.0,2510.938355777831,0.0,0.0,1,111.0,0.0,0,0.0,0.0,0.0,0.0,111.0,4.0,0.0,1.0,0.0,Extended Stay,1,1.0,False,True,False,True,True,False,True,True,580.48,0.0,5,1,1,2.6,1515.7515438479493,4,4178.495364882986,False,469.48
252,447591,2001-09-25,21.0,M,False,False,canada,winnipeg,YWG,49.91,-97.234,2022-12-03,237,8,18.0,0.125,134.0,1.6,71.0,193.0,7.0,0.0,1,1,1.0,0,0.0,1,1,1.0,245.0,0.0,0.0,0.0,0.0,245.0,0,0.0,1.0,0.0,0.0,0.0,Delta Air Lines,1,1.0,YWG-IND,1,1.0,1421.414001986333,0.0,0.0,1,229.0,0.0,0,0.0,0.0,0.0,0.0,229.0,2.0,0.0,1.0,0.0,Banyan Tree,1,1.0,False,True,False,True,True,False,True,True,474.0,0.0,1,1,1,1.0,1237.7105701900632,3,3412.015578408447,True,245.0
277,454264,1975-01-07,48.0,F,False,True,usa,new york,JFK,40.64,-73.779,2022-12-07,233,8,18.625,0.125,137.625,2.0,112.0,178.0,5.0,0.0,1,0,0.0,0,0.0,1,1,1.0,733.54,0.0,0.0,0.0,0.0,733.54,0,0.0,1.0,0.0,0.0,0.0,Lufthansa,1,1.0,JFK-SFO,1,1.0,4151.773538909842,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,True,False,True,True,True,False,True,733.54,0.0,1,1,2,1.35,1915.4223874624874,5,5280.274066214625,True,733.54
319,464542,1999-06-01,24.0,F,False,True,canada,toronto,YZD,43.742,-79.466,2022-12-12,228,8,17.625,0.125,131.125,1.1428571428571428,16.0,187.0,9.0,0.0,1,1,1.0,0,0.0,1,1,1.0,680.4,0.0,0.0,0.0,0.0,680.4,0,0.0,1.0,0.0,0.0,0.0,United Airlines,1,1.0,YZD-LSQ,1,1.0,3507.7518120985983,0.0,0.0,1,166.0,0.0,0,0.0,0.0,0.0,0.0,166.0,2.0,0.0,1.0,0.0,Extended Stay,1,1.0,False,True,False,True,True,False,True,True,846.4,0.0,4,1,2,2.55,2210.1228409469823,5,6092.679294440738,True,680.4
334,467092,2006-04-07,17.0,F,False,True,usa,los angeles,LAX,33.942,-118.408,2022-12-13,227,8,35.125,0.25,976.5,1.3333333333333333,34.0,36.0,169.0,167.0,1,1,1.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,JetBlue Airways,1,1.0,LAX-MEM,1,1.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,Accor,1,1.0,False,False,True,True,True,True,True,True,0.0,0.0,3,1,0,1.4500000000000002,0.0,1,0.0,False,0.0
378,474239,1998-11-22,24.0,F,True,True,usa,el paso,BIF,31.849,-106.38,2022-12-17,223,8,17.5,0.25,529.7146325,1.3333333333333333,44.0,44.0,253.0,253.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,1.0,0.0,Lao Airlines,1,1.0,BIF-BKK,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0,2,1,0,1.05,0.0,1,0.0,False,0.0
421,479101,1988-09-15,34.0,F,False,True,canada,toronto,YTZ,43.627,-79.396,2022-12-19,221,8,22.0,0.125,163.5,1.3333333333333333,34.0,34.0,8.0,0.0,1,1,1.0,0,0.0,1,1,1.0,128.63,0.0,0.0,0.0,0.0,128.63,0,0.0,1.0,0.0,1.0,0.0,JetBlue Airways,1,1.0,YTZ-MKE,1,1.0,691.8391158922512,0.0,0.0,1,143.0,0.0,1,1.0,0.05,7.15,7.15,135.85,1.0,0.0,1.0,0.0,Accor,1,1.0,False,True,False,True,True,False,True,False,264.48,7.15,3,1,1,1.8000000000000003,690.6111637212405,1,1903.818312610688,False,128.63
423,479524,1991-04-04,32.0,F,False,False,usa,honolulu,HNL,21.316,-157.927,2022-12-20,220,9,27.88888888888889,0.2222222222222222,870.5555555555555,1.2857142857142858,7.0,104.0,280.0,183.0,1,1,1.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,1.0,0.0,Pakistan International Airlines,1,1.0,HNL-DXB,1,1.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.15,0.0,0.0,0.0,8.0,0.0,1.0,0.0,Fairmont,1,1.0,False,False,True,True,True,True,True,True,0.0,0.0,5,1,0,2.25,0.0,1,0.0,True,0.0
433,481050,1977-01-12,46.0,F,True,True,usa,houston,EFD,29.607,-95.159,2022-12-20,220,7,21.428571428571427,0.14285714285714285,160.42857142857142,1.0,25.0,201.0,12.0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,117.0,0.0,0,0.0,0.0,0.0,0.0,117.0,8.0,0.0,1.0,0.0,Rosewood,1,1.0,False,True,True,False,True,False,True,True,117.0,0.0,4,1,1,2.2,305.5108369456485,1,842.2063769489205,True,
449,482811,1956-08-07,66.0,M,False,False,usa,san diego,SAN,32.733,-117.189,2022-12-21,219,8,37.125,0.25,989.5,1.6,57.0,99.0,168.0,126.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,Hainan Airlines,1,1.0,SAN-SZX,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0,2,1,0,1.05,0.0,1,0.0,True,0.0
455,483525,1978-07-13,45.0,F,True,True,canada,edmonton,YED,53.667,-113.467,2022-12-22,218,8,21.125,0.125,158.625,1.1428571428571428,23.0,167.0,10.0,0.0,1,1,1.0,0,0.0,1,1,1.0,360.81,0.0,0.0,0.0,0.0,360.81,0,0.0,1.0,0.0,1.0,0.0,United Airlines,1,1.0,YED-LSQ,1,1.0,2227.542640407648,0.0,0.0,1,153.0,0.0,0,0.0,0.0,0.0,0.0,153.0,3.0,0.0,1.0,0.0,InterContinental,1,1.0,False,True,False,True,True,False,True,True,513.81,0.0,4,1,1,2.2,1341.662590863621,4,3698.5816969241437,True,360.81
465,485393,1997-09-24,25.0,F,False,False,usa,new york,LGA,40.777,-73.872,2022-12-22,218,8,34.5,0.25,970.875,1.6,87.0,101.0,280.0,266.0,1,1,1.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,Belair Airlines,1,1.0,LGA-HRG,1,1.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.05,0.0,0.0,0.0,15.0,0.0,1.0,0.0,Four Seasons,1,1.0,False,False,True,True,True,True,True,True,0.0,0.0,1,1,0,0.65,0.0,1,0.0,True,0.0
483,486447,1997-12-24,25.0,F,False,True,usa,new york,LGA,40.777,-73.872,2022-12-23,217,8,17.125,0.25,450.2557765,1.1428571428571428,5.0,73.0,281.0,213.0,1,0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,American Airlines,1,1.0,LGA-LBG,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0,5,1,0,2.25,0.0,1,0.0,False,0.0
506,488430,2006-12-01,16.0,F,False,False,usa,austin,AUS,30.194,-97.67,2022-12-24,216,8,30.875,0.25,943.5,1.1428571428571428,0.0,123.0,197.0,74.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,Hainan Airlines,1,1.0,AUS-SZX,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0,5,1,0,2.25,0.0,1,0.0,True,0.0
543,491003,1985-09-24,37.0,F,False,True,usa,corpus christi,CRP,27.77,-97.501,2022-12-25,215,8,18.875,0.125,141.375,1.1428571428571428,17.0,202.0,8.0,0.0,1,1,1.0,0,0.0,1,1,1.0,443.8,0.0,0.25,110.95,110.95,332.85,1,1.0,1.0,0.0,0.0,0.0,Canadian North,1,1.0,CRP-YWG,1,1.0,2478.4098515034266,0.0,0.0,1,124.0,0.0,0,0.0,0.0,0.0,0.0,124.0,2.0,0.0,1.0,0.0,Wyndham,1,1.0,False,True,False,True,False,False,True,True,456.85,110.95,4,1,1,2.2,1192.9284261420473,3,3288.56395990696,True,443.8
557,491995,2006-08-05,16.0,M,False,False,usa,new orleans,NBG,29.825,-90.035,2022-12-26,214,8,51.75,0.25,1099.125,1.3333333333333333,23.0,175.0,8.0,3.0,1,0,0.0,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,Wyndham,1,1.0,False,False,True,False,True,True,True,True,0.0,0.0,4,1,0,1.85,0.0,1,0.0,True,
559,492211,2002-05-02,21.0,M,False,False,usa,tucson,TUS,32.116,-110.941,2022-12-26,214,8,19.0,0.125,142.5,1.1428571428571428,11.0,152.0,8.0,0.0,1,1,1.0,0,0.0,1,1,1.0,140.85,0.0,0.0,0.0,0.0,140.85,0,0.0,1.0,0.0,0.0,0.0,United Airlines,1,1.0,TUS-LSQ,1,1.0,724.9153159767316,0.0,0.0,1,156.0,0.0,0,0.0,0.0,0.0,0.0,156.0,6.0,0.0,1.0,0.0,Four Seasons,1,1.0,False,True,False,True,True,False,True,True,296.85,0.0,5,1,1,2.6,775.1358286095366,2,2136.828743566556,True,140.85
562,492497,1983-03-14,40.0,F,True,False,usa,boston,BOS,42.364,-71.005,2022-12-26,214,8,45.375,0.25,1053.5,1.6,79.0,115.0,253.0,217.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,1.0,0.0,Virgin Australia,1,1.0,BOS-SIN,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0,1,1,0,0.65,0.0,1,0.0,True,0.0
582,495080,1989-12-01,33.0,F,True,False,usa,fresno,FAT,36.776,-119.718,2022-12-27,213,8,17.0,0.125,125.875,2.0,88.0,125.0,8.0,0.0,1,1,1.0,0,0.0,1,1,1.0,224.01,0.0,0.0,0.0,0.0,224.01,0,0.0,1.0,0.0,0.0,0.0,Kenmore Air,1,1.0,FAT-BFI,1,1.0,1214.4229879780091,0.0,0.0,1,389.0,0.0,1,1.0,0.25,97.25,97.25,291.75,1.0,0.0,1.0,0.0,InterContinental,1,1.0,False,True,False,True,True,False,True,False,515.76,97.25,1,1,1,1.0,1346.7544381460486,4,3712.6184698732927,True,224.01
624,499252,1984-07-08,39.0,F,True,False,usa,chicago,ORD,41.979,-87.904,2022-12-30,210,8,19.25,0.125,143.125,2.0,91.0,158.0,10.0,0.0,1,1,1.0,0,0.0,1,1,1.0,216.21,0.0,0.05,10.8105,10.8105,205.3995,1,1.0,1.0,0.0,2.0,0.0,Delta Air Lines,1,1.0,ORD-LGA,1,1.0,1187.7586618438768,0.0,0.0,1,130.0,0.0,0,0.0,0.0,0.0,0.0,130.0,7.0,0.0,1.0,0.0,Conrad,1,1.0,False,True,False,True,False,False,True,True,335.3995,10.8105,1,1,1,1.0,875.7964269756585,2,2414.321348081021,True,216.21
633,499659,1965-10-23,57.0,F,True,True,usa,san diego,NZY,32.699,-117.215,2022-12-30,210,8,31.125,0.125,230.875,1.1428571428571428,17.0,151.0,6.0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,159.0,0.0,1,1.0,0.1,15.9,15.9,143.1,8.0,0.0,2.0,0.0,Crowne Plaza,1,1.0,False,True,True,False,True,False,True,False,143.1,15.9,4,1,1,2.2,373.66325441813933,1,1030.0831841144488,True,
654,500791,1951-03-24,72.0,F,True,False,canada,quebec,YQB,46.788,-71.398,2022-12-30,210,8,22.875,0.125,169.375,1.3333333333333333,29.0,90.0,42.0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,150.0,0.0,1,1.0,0.15,22.5,22.5,127.5,6.0,0.0,1.0,0.0,Fairmont,1,1.0,False,True,True,False,True,False,True,False,127.5,22.5,3,1,1,1.8000000000000003,332.92847615871955,1,917.7890005212595,False,
