,user_id,birthdate,age_in_years,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,days_as_customer,total_sessions,avg_clicks_per_session,proportion_planning_sessions,avg_session_duration_seconds,avg_sessions_per_month,days_since_last_session,days_since_last_booking,avg_booking_lead_time_days,avg_cancellation_lead_time_days,total_trips,trips_with_flight_and_hotel,proportion_trips_with_flight_and_hotel,total_trips_cancelled,trip_cancellation_rate,total_flights,flights_with_return,proportion_flights_with_return,avg_flight_price,stddev_flight_price,avg_flight_discount_pct,avg_flight_discount_savings,total_flight_discount_savings,total_flight_spend,flights_with_discount,proportion_flights_with_discount,avg_seats_booked,stddev_seats,avg_bags_checked,stddev_checked_bags,top_airline,airline_variety,airline_concentration,top_flight_route,flight_route_variety,flight_route_concentration,avg_distance_flown,stddev_distance_flown_km,proportion_longhaul_flights,total_hotels_booked,avg_hotel_price_per_room,stddev_hotel_per_room_usd,hotels_with_discount,proportion_hotels_with_discount,avg_hotel_discount_pct,avg_hotel_discount_savings,total_hotel_discount_savings,total_hotel_spend,avg_trip_length_nights,stddev_stay_in_nights,avg_rooms_booked,stddev_rooms,top_hotel_chain,hotel_chain_variety,hotel_chain_concentration,never_booked_trips,never_cancelled_trips,never_booked_flights,booked_only_one_flight,never_booked_flights_with_discounts,never_booked_hotels,booked_only_one_hotel,never_booked_hotels_with_discounts,total_spend,total_savings
10,152583,1986-07-26,37.0,F,False,False,usa,colorado springs,COS,38.806,-104.7,2022-04-17,467,8,18.625,0.125,139.0,1.6,52.0,52.0,9.0,0.0,1,1,1.0,0,0.0,1,1,1.0,367.83,0.0,0.0,0.0,0.0,367.83,0,0.0,1.0,0.0,2.0,0.0,WestJet,1,1.0,COS-YYZ,1,1.0,2178.789038455097,0.0,0.0,1,213.0,0.0,0,0.0,0.0,0.0,0.0,213.0,3.0,0.0,1.0,0.0,Radisson,1,1.0,False,True,False,True,True,False,True,True,580.83,0.0
11,153982,1978-08-15,44.0,F,False,True,canada,toronto,YKZ,43.862,-79.37,2022-04-19,465,8,18.75,0.375,138.5,1.1428571428571428,7.0,7.0,9.333333333333334,0.0,3,3,1.0,0,0.0,3,3,1.0,218.95666666666668,201.206832471796,0.0,0.0,0.0,656.87,0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896257,Spirit Airlines,2,0.6666666666666666,YKZ-BWI,3,0.3333333333333333,1282.5421897455988,1225.0637086043394,0.0,3,207.0,204.075966247866,0,0.0,0.0,0.0,0.0,621.0,2.3333333333333335,0.5773502691896257,1.0,0.0,Banyan Tree,3,0.3333333333333333,False,True,False,False,True,False,False,True,1277.87,0.0
12,160754,1977-12-06,45.0,F,True,True,usa,new york,LGA,40.777,-73.872,2022-04-26,458,8,10.75,0.125,80.875,1.6,31.0,31.0,12.0,0.0,1,1,1.0,0,0.0,1,1,1.0,93.62,0.0,0.0,0.0,0.0,93.62,0,0.0,1.0,0.0,1.0,0.0,Air Canada,1,1.0,LGA-YOW,1,1.0,526.1200403921746,0.0,0.0,1,214.0,0.0,0,0.0,0.0,0.0,0.0,214.0,3.0,0.0,1.0,0.0,Fairmont,1,1.0,False,True,False,True,True,False,True,True,307.62,0.0
13,164522,1975-11-07,47.0,F,True,False,usa,kansas city,MCI,39.297,-94.714,2022-04-30,454,8,11.125,0.125,83.375,1.1428571428571428,13.0,169.0,9.0,0.0,1,1,1.0,0,0.0,1,1,1.0,328.32,0.0,0.05,16.416,16.416,311.904,1,1.0,1.0,0.0,1.0,0.0,British Airways,1,1.0,MCI-JFK,1,1.0,1786.0731620565484,0.0,0.0,1,233.0,0.0,0,0.0,0.0,0.0,0.0,233.0,14.0,0.0,1.0,0.0,Fairmont,1,1.0,False,True,False,True,False,False,True,True,544.904,16.416
14,167852,2006-02-16,17.0,F,False,False,usa,tampa,MCF,27.849,-82.521,2022-05-03,451,8,7.875,0.0,58.0,2.0,93.0,938.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,True,True,True,False,True,True,False,True,0.0,0.0
15,171470,1999-09-14,23.0,F,False,False,usa,atlanta,ATL,33.64,-84.427,2022-05-06,448,7,35.142857142857146,0.2857142857142857,1077.142857142857,1.4,17.0,35.0,280.0,262.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,Indonesia AirAsia,1,1.0,ATL-JHB,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0
16,174997,1991-11-01,31.0,F,False,False,usa,grand rapids,GRR,42.881,-85.523,2022-05-10,444,7,13.857142857142858,0.2857142857142857,104.85714285714286,1.0,12.0,141.0,8.0,0.0,2,2,1.0,0,0.0,2,2,1.0,295.215,358.609204078758,0.0,0.0,0.0,590.43,0,0.0,1.0,0.0,0.0,0.0,American Airlines,2,0.5,GRR-LAX,2,0.5,1615.0589228465642,1972.9429122527574,0.0,2,112.0,33.94112549695428,0,0.0,0.0,0.0,0.0,224.0,2.5,0.7071067811865476,1.0,0.0,Conrad,2,0.5,False,True,False,False,True,False,False,True,814.43,0.0
17,175032,1994-11-05,28.0,F,False,False,usa,houston,IAH,29.98,-95.34,2022-05-10,444,9,14.11111111111111,0.3333333333333333,104.33333333333333,1.2857142857142858,7.0,7.0,8.0,0.0,3,2,0.6666666666666666,0,0.0,2,2,1.0,554.625,569.878568161674,0.0,0.0,0.0,1109.25,0,0.0,2.0,1.414213562373095,0.5,0.7071067811865476,American Airlines,2,0.5,IAH-LAS,2,0.5,1358.8176419889678,854.6099043837403,0.0,3,139.0,50.08991914547278,1,0.3333333333333333,0.15,22.65,22.65,394.35,4.333333333333333,3.511884584284246,2.0,1.0,Conrad,3,0.3333333333333333,False,True,False,False,True,False,False,False,1503.6,22.65
18,181157,1970-08-10,52.0,F,True,False,usa,houston,HOU,29.645,-95.279,2022-05-15,439,8,19.125,0.375,141.125,1.1428571428571428,20.0,121.0,6.0,0.0,3,3,1.0,0,0.0,3,3,1.0,346.4766666666667,209.460878527073,0.15,80.4045,80.4045,959.0255,1,0.3333333333333333,2.0,1.7320508075688772,1.0,1.0,Air France,3,0.3333333333333333,HOU-OKC,2,0.6666666666666666,1194.2256923912298,899.0756652222474,0.0,3,162.33333333333334,57.51811308912466,1,0.3333333333333333,0.15,15.6,15.6,471.4,3.6666666666666665,3.0550504633038935,2.0,1.7320508075688772,Radisson,2,0.6666666666666666,False,True,False,False,False,False,False,False,1430.4255,96.0045
19,182191,2004-09-27,18.0,F,False,True,usa,phoenix,PHX,33.434,-112.008,2022-05-16,438,7,9.714285714285714,0.0,72.28571428571429,1.1666666666666667,23.0,938.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,True,True,True,False,True,True,False,True,0.0,0.0
20,187212,1969-02-20,54.0,F,True,True,usa,los angeles,LAX,33.942,-118.408,2022-05-21,433,8,16.0,0.375,118.75,1.3333333333333333,48.0,149.0,9.0,0.0,3,3,1.0,0,0.0,3,3,1.0,414.19,314.891703447392,0.0,0.0,0.0,1242.57,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,American Airlines,3,0.3333333333333333,LAX-JFK,3,0.3333333333333333,2338.7155070077465,1721.0752555506044,0.0,3,217.33333333333334,228.346958230963,0,0.0,0.0,0.0,0.0,652.0,3.0,1.7320508075688772,1.0,0.0,Banyan Tree,3,0.3333333333333333,False,True,False,False,True,False,False,True,1894.57,0.0
21,189676,1988-01-10,35.0,F,False,True,usa,fort worth,FTW,32.82,-97.362,2022-05-23,431,8,11.625,0.25,86.375,1.6,85.0,85.0,4.5,0.0,2,1,0.5,0,0.0,1,1,1.0,1244.31,0.0,0.0,0.0,0.0,1244.31,0,0.0,3.0,0.0,2.0,0.0,American Airlines,1,1.0,FTW-SJC,1,1.0,2284.548320487928,0.0,0.0,2,180.5,37.476659402887016,0,0.0,0.0,0.0,0.0,361.0,9.5,4.949747468305833,2.0,1.414213562373095,Choice Hotels,2,0.5,False,True,False,True,True,False,False,True,1605.31,0.0
22,190866,1986-09-24,36.0,F,False,False,usa,tallahassee,TLH,30.396,-84.35,2022-05-24,430,9,20.666666666666668,0.5555555555555556,153.88888888888889,1.2857142857142858,24.0,24.0,7.8,0.0,5,5,1.0,0,0.0,5,5,1.0,416.2,290.182777659185,0.0,0.0,0.0,2081.0,0,0.0,1.0,0.0,0.4,0.5477225575051661,Delta Air Lines,3,0.4,TLH-DEN,5,0.2,2269.5417199497415,1475.844934191889,0.0,5,169.2,89.59185230812007,0,0.0,0.0,0.0,0.0,846.0,2.8,2.3874672772626644,1.0,0.0,Fairmont,4,0.4,False,True,False,False,True,False,False,True,2927.0,0.0
23,195192,1995-09-20,27.0,F,False,False,usa,chicago,MDW,41.786,-87.752,2022-05-28,426,8,28.125,0.125,208.375,1.6,59.0,103.0,16.0,0.0,1,1,1.0,0,0.0,1,1,1.0,394.29,0.0,0.0,0.0,0.0,394.29,0,0.0,2.0,0.0,0.0,0.0,Spirit Airlines,1,1.0,MDW-LGA,1,1.0,1174.423089479478,0.0,0.0,1,160.0,0.0,0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,2.0,0.0,NH Hotel,1,1.0,False,True,False,True,True,False,True,True,554.29,0.0
24,204943,1982-12-20,40.0,M,False,False,canada,ottawa,YOW,45.323,-75.669,2022-06-06,417,8,36.5,0.875,1043.5,1.1428571428571428,0.0,41.0,40.333333333333336,155.0,6,6,1.0,1,0.16666666666666666,6,6,1.0,470.116,540.576684273379,0.1,26.758,26.758,2323.822,2,0.3333333333333333,1.4285714285714286,0.8366600265340756,1.3333333333333333,1.8618986725025255,American Airlines,6,0.16666666666666666,YOW-LGA,5,0.3333333333333333,1564.5455295396043,1357.1746979565503,0.0,6,153.8,119.349067863976,1,0.16666666666666666,0.0,0.0,0.0,769.0,6.0,6.131883886702357,1.5,0.8366600265340756,InterContinental,6,0.16666666666666666,False,False,False,False,False,False,False,True,3092.822,26.758
25,204997,1985-08-26,37.0,F,True,False,usa,kansas city,MCI,39.297,-94.714,2022-06-06,417,7,56.714285714285715,0.5714285714285714,1237.7142857142858,1.1666666666666667,17.0,17.0,8.666666666666666,10.0,3,2,0.6666666666666666,1,0.3333333333333333,3,3,1.0,244.235,151.243069427991,0.25,0.0,0.0,488.47,1,0.3333333333333333,1.5,0.5773502691896257,0.3333333333333333,0.5773502691896257,JetBlue Airways,2,0.6666666666666666,MCI-CLT,3,0.3333333333333333,1272.2468837453716,514.0573853135686,0.0,2,71.0,0.0,1,0.5,0.1,0.0,0.0,71.0,4.0,1.414213562373095,1.5,0.7071067811865476,Crowne Plaza,2,0.5,False,False,False,False,True,False,False,True,559.47,0.0
26,205044,1983-08-25,39.0,F,True,True,canada,toronto,YKZ,43.862,-79.37,2022-06-06,417,9,14.88888888888889,0.3333333333333333,110.33333333333333,1.5,50.0,83.0,7.0,0.0,3,3,1.0,0,0.0,3,3,1.0,916.1166666666667,928.4046450408,0.05,27.6525,27.6525,2720.6975,1,0.3333333333333333,2.0,1.0,0.3333333333333333,0.5773502691896257,American Airlines,3,0.3333333333333333,YKZ-LAX,3,0.3333333333333333,2531.010073625867,1706.9770353118586,0.0,3,249.33333333333334,126.476611803659,0,0.0,0.0,0.0,0.0,748.0,5.333333333333333,3.2145502536643185,2.0,1.0,Accor,3,0.3333333333333333,False,True,False,False,False,False,False,True,3468.6975,27.6525
27,206011,1984-08-04,38.0,F,False,True,usa,kansas city,MCI,39.297,-94.714,2022-06-07,416,8,19.5,0.5,146.125,1.1428571428571428,19.0,85.0,6.5,0.0,4,3,0.75,0,0.0,4,4,1.0,261.6475,165.585296725484,0.05,21.818,21.818,1024.772,1,0.25,1.0,0.0,0.25,0.5,American Airlines,4,0.25,MCI-IND,4,0.25,1473.5507636559985,913.8042987069474,0.0,3,113.33333333333333,26.6520793435209,0,0.0,0.0,0.0,0.0,340.0,3.3333333333333335,4.041451884327381,1.0,0.0,Aman Resorts,3,0.3333333333333333,False,True,False,False,False,False,False,True,1364.772,21.818
28,216796,2001-07-09,22.0,F,False,False,usa,cincinnati,CVG,39.046,-84.662,2022-06-16,407,8,15.625,0.25,491.328442,2.6666666666666665,136.0,139.0,196.0,193.0,1,1,1.0,1,1.0,1,1,1.0,0.0,0.0,0.25,0.0,0.0,0.0,1,1.0,2.0,0.0,2.0,0.0,Ryanair,1,1.0,CVG-BCN,1,1.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,Conrad,1,1.0,False,False,True,True,True,True,True,True,0.0,0.0
29,217114,2004-05-28,19.0,O,True,True,usa,long beach,LGB,33.818,-118.151,2022-06-17,406,9,6.555555555555555,0.0,49.888888888888886,1.5,31.0,938.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,True,True,True,False,True,True,False,True,0.0,0.0
30,217136,1985-04-18,38.0,F,False,True,usa,little rock,LIT,34.729,-92.224,2022-06-17,406,8,13.25,0.25,99.375,1.6,74.0,124.0,6.5,0.0,2,1,0.5,0,0.0,1,1,1.0,539.57,0.0,0.0,0.0,0.0,539.57,0,0.0,1.0,0.0,0.0,0.0,Kenmore Air,1,1.0,LIT-BFI,1,1.0,2867.3164066210725,0.0,0.0,2,236.5,202.939646200539,0,0.0,0.0,0.0,0.0,473.0,2.5,0.7071067811865476,1.0,0.0,Banyan Tree,2,0.5,False,True,False,True,True,False,False,True,1012.57,0.0
31,220725,1983-07-28,40.0,F,False,False,usa,stockton,SCK,37.894,-121.239,2022-06-20,403,9,35.111111111111114,0.5555555555555556,948.8888888888889,1.5,50.0,50.0,6.25,2.0,4,3,0.75,1,0.25,4,4,1.0,511.14,194.010754083375,0.0,0.0,0.0,1533.42,1,0.25,1.0,0.0,0.25,0.5,AirTran Airways,4,0.25,SCK-SAT,4,0.25,3082.252780965951,815.2506538549734,0.0,3,140.0,25.45584412271571,1,0.3333333333333333,0.0,0.0,0.0,280.0,4.666666666666667,0.5773502691896257,1.0,0.0,Rosewood,3,0.3333333333333333,False,False,False,False,True,False,False,True,1813.42,0.0
32,224996,1981-03-07,42.0,F,False,True,canada,halifax,YHZ,44.881,-63.509,2022-06-23,400,8,12.75,0.25,94.625,2.0,77.0,77.0,9.0,0.0,2,1,0.5,0,0.0,2,2,1.0,448.805,395.166624666102,0.0,0.0,0.0,897.61,0,0.0,1.0,0.0,0.0,0.0,Air Canada,2,0.5,YHZ-JFK,2,0.5,2353.010762368305,1968.7313666521063,0.0,1,231.0,0.0,0,0.0,0.0,0.0,0.0,231.0,1.0,0.0,1.0,0.0,Banyan Tree,1,1.0,False,True,False,False,True,False,True,True,1128.61,0.0
33,226367,1980-10-21,42.0,F,False,False,usa,washington,IAD,38.944,-77.456,2022-06-25,398,8,14.25,0.375,105.5,1.3333333333333333,31.0,31.0,7.666666666666667,0.0,3,3,1.0,0,0.0,3,3,1.0,296.4033333333333,282.218336458376,0.05,5.609,5.609,883.601,1,0.3333333333333333,1.3333333333333333,0.5773502691896257,0.6666666666666666,0.5773502691896257,Air Canada,3,0.3333333333333333,IAD-JFK,3,0.3333333333333333,1655.8209883749475,1770.1670341671493,0.0,3,253.0,58.283788483591216,0,0.0,0.0,0.0,0.0,759.0,2.6666666666666665,0.5773502691896257,1.3333333333333333,0.5773502691896257,Best Western,3,0.3333333333333333,False,True,False,False,False,False,False,True,1642.601,5.609
34,228195,1997-02-26,26.0,F,False,True,usa,los angeles,LAX,33.942,-118.408,2022-06-26,397,9,12.88888888888889,0.0,95.77777777777777,1.5,56.0,938.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,True,True,True,False,True,True,False,True,0.0,0.0
35,228872,1989-03-22,34.0,M,False,False,usa,san antonio,RND,29.529,-98.279,2022-06-27,396,8,15.75,0.25,118.0,1.1428571428571428,11.0,11.0,6.5,0.0,2,1,0.5,0,0.0,1,1,1.0,509.21,0.0,0.0,0.0,0.0,509.21,0,0.0,1.0,0.0,1.0,0.0,American Airlines,1,1.0,RND-PDX,1,1.0,2770.218959444619,0.0,0.0,2,94.0,31.11269837220809,0,0.0,0.0,0.0,0.0,188.0,7.0,1.414213562373095,1.0,0.0,Hilton,2,0.5,False,True,False,True,True,False,False,True,697.21,0.0
36,229009,2006-08-27,16.0,F,False,False,usa,stockton,SCK,37.894,-121.239,2022-06-27,396,8,18.0,0.5,264.78542925,1.3333333333333333,19.0,49.0,118.66666666666667,307.0,3,2,0.6666666666666666,1,0.3333333333333333,3,3,1.0,530.815,279.427386721488,0.0,0.0,0.0,1061.63,1,0.3333333333333333,1.0,0.0,0.3333333333333333,0.5773502691896257,Mandarin Airlines,3,0.3333333333333333,SCK-TSA,3,0.3333333333333333,2949.66809681199,4457.303825752296,0.0,2,149.5,36.062445840513924,0,0.0,0.0,0.0,0.0,299.0,2.5,0.7071067811865476,1.0,0.0,InterContinental,2,0.5,False,False,False,False,True,False,False,True,1360.63,0.0
37,229108,1998-05-28,25.0,F,False,False,usa,burlington,BTV,44.472,-73.153,2022-06-27,396,8,40.125,0.25,1012.25,1.6,80.0,120.0,169.0,129.0,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,KLM Royal Dutch Airlines,1,1.0,BTV-AUS,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,False,False,True,True,True,True,False,True,0.0,0.0
38,229330,1976-11-08,46.0,F,True,False,usa,colorado springs,COS,38.806,-104.7,2022-06-27,396,7,13.857142857142858,0.42857142857142855,102.71428571428571,1.1666666666666667,10.0,10.0,8.333333333333334,0.0,3,3,1.0,0,0.0,3,3,1.0,347.53333333333336,143.757594697927,0.0,0.0,0.0,1042.6,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0,Ryanair,3,0.3333333333333333,COS-FTW,3,0.3333333333333333,1155.0476069728008,202.73288432983244,0.0,3,224.33333333333334,124.065842734144,0,0.0,0.0,0.0,0.0,673.0,2.6666666666666665,2.0816659994661326,1.6666666666666667,0.5773502691896257,Banyan Tree,3,0.3333333333333333,False,True,False,False,True,False,False,True,1715.6,0.0
39,232647,2006-04-11,17.0,F,False,False,usa,birmingham,BHM,33.563,-86.753,2022-06-30,393,8,12.5,0.25,93.875,1.3333333333333333,55.0,154.0,5.0,0.0,2,0,0.0,0,0.0,1,1,1.0,237.1,0.0,0.0,0.0,0.0,237.1,0,0.0,1.0,0.0,1.0,0.0,Southwest Airlines,1,1.0,BHM-LGA,1,1.0,1391.584116650876,0.0,0.0,1,213.0,0.0,0,0.0,0.0,0.0,0.0,213.0,11.0,0.0,1.0,0.0,Wyndham,1,1.0,False,True,False,True,True,False,True,True,450.1,0.0
